Class,Glycine,Lactic acid,Pyruvic acid,Valine,Leucine1,Glycerol,Isoleucine,Leucine2,Malonic acid,Glycine2,Phosphate,Threonine1,Alanine,Threonine2,Succinic acid,Benzoic acid,Threitol,Malic acid,hydroxyproline1,Aspartic acid1,aminobutyric acid,Aspartic acid2,hydroxyproline2,Xylitol,Hydroxyglutaric acid,ethyl ester,Methionine,Creatinine,Putrescine,Hypotaurine,Glutamic acid,KA/AKA/T,Fructose,T/S/F1,S/A/M/G/G,T/S/F2,Glycerol3phoshate,A/M/G/G1,A/M/G/G2,A/M/G/G3,Citric acid,Acetylaspartic acid,Glucose,Scyllo-inositol,Lysine,S-I/M-I/I,Pantothenic acid,Tyramin/Tyrosine,Hexadecanoic acid,OA/SA/NA,Myo-Inositol-1-phosphate,a-l/l/M/c
ND1,0.930000722,1.948809032,0.042302615,NaN,0.104986565,0.078620467,0.159820831,0.009761579,0.519611814,0.137813242,4.202960044,NaN,0.089088104,0.002296303,0.012610571,0.010601672,0.031007294,0.014866097,0.050252558,0.019649506,0.009476098,NaN,0.10491108,0.008685621,0.004113441,0.02247029,0.013263547,0.005486789,0.133708867,0.023180873,0.720253404,0.003871952,0.007418111,0.175388547,0.029482586,0.063183567,0.023909422,0.010809059,NaN,NaN,0.11255478,0.007456659,0.00247036,0.005611987,NaN,0.818851308,0.001298884,0.011685284,0.02538634,0.111296848,0.002069465,0.002169168
ND1,0.920076431,1.581093202,0.034319135,NaN,0.06428607,0.038213798,0.082510464,0.006100349,0.501270526,0.123094397,3.212999199,0.026617971,0.021778156,0.002447381,0.011947397,NaN,0.025079612,0.023987148,0.066453942,0.017493112,0.008388807,NaN,0.064319648,0.006513592,0.006394594,0.025340413,0.007158882,0.003114473,0.152273927,0.020370882,0.631492646,0.004286972,0.006820996,0.141359207,0.02225373,0.05175903,0.01963919,0.059035365,0.014869213,0.012422028,0.062843899,0.007076034,0.018303696,0.00483382,NaN,0.657223496,0.001370053,0.005296561,0.025342186,0.112951867,NaN,0.001484348
ND1,0.895313215,1.850969606,0.049964914,NaN,0.080161483,0.047063973,0.096853044,0.008981341,0.496002358,0.11694418,3.602118514,NaN,0.030827488,0.002359321,0.016705369,0.009178854,0.03526055,0.022008188,0.044499052,0.020645461,0.009280677,NaN,0.074938171,0.009467439,0.005705366,0.022437631,0.008364369,0.004469297,0.140924456,0.019276505,0.651145373,0.003790691,0.006884166,0.272147784,0.039459503,0.101770514,0.015919964,0.142285966,0.028444116,0.028704056,0.061037392,0.006392536,0.03216894,0.00495966,NaN,0.676901985,0.001194641,0.007545266,0.024735087,0.106338027,0.000847607,0.002937171
ND1,0.908529878,1.562041643,0.026990457,NaN,0.069175502,0.036178283,0.087637987,0.005118395,0.493845207,0.141468127,3.35740492,0.03014662,0.025570297,0.001481612,0.011332193,0.007554346,0.021627839,0.026216577,0.054001315,0.016345485,0.007615074,NaN,0.07883267,0.006928223,0.005540096,0.024048374,NaN,NaN,0.157796555,0.022547642,0.683992893,0.004765287,0.007194029,0.121280577,0.01897416,0.043953181,0.024898177,0.062025746,0.011745186,0.011376699,0.064969381,0.007583451,0.013270035,NaN,NaN,0.723500529,0.001394413,0.005994699,0.023619316,0.108719747,0.001066581,0.000995867
ND1,0.924835776,1.69468195,0.030663394,NaN,0.075737482,0.05069253,0.103331045,0.007714021,0.506168499,NaN,4.278950282,0.041069308,0.06565674,0.002540897,0.010202297,0.008979739,0.023340778,0.013755784,0.041917131,0.015564877,0.008245894,NaN,0.093767275,0.006515116,0.005275993,0.022523394,0.008978146,NaN,0.124991519,0.019362112,0.577009363,0.002893646,NaN,0.11957643,0.019937696,0.043729931,0.018425061,0.012591623,0.003646999,0.002322502,0.093580944,0.006014537,0.004414233,NaN,NaN,0.702329411,0.000654278,0.006284093,0.023508046,0.111544821,0.001316416,0.001335602
ND1,0.910851903,1.377170253,0.020420176,NaN,0.058114362,0.030340454,0.075048751,0.003175247,0.489033158,0.11408724,4.168279517,0.029574645,0.033694602,NaN,0.010290867,0.007628105,0.020898915,0.024236315,0.056063924,0.012223684,0.007786447,NaN,0.054518617,0.005848715,0.004982945,0.023885097,NaN,NaN,NaN,0.020108919,0.438910253,0.003331834,0.005090515,0.099522632,0.016697387,0.036161986,0.019737768,0.046846015,0.011375882,0.008943468,0.05830984,0.006415948,0.013612341,NaN,NaN,0.631679086,0.001059217,0.001282001,0.022077751,0.105927333,0.001303083,NaN
ND1,0.918519968,1.419178679,0.024673154,0.002475632,0.086899414,0.557374891,0.0894428,0.007229075,0.524123865,0.141967255,3.541207304,0.038846741,0.023369651,0.003585142,0.01255311,0.037302592,NaN,0.027856543,0.051851294,0.021708406,0.008961805,0.001999115,0.079736542,0.007756832,0.007139449,0.025201459,NaN,0.004598336,0.173125843,0.025091116,0.773955153,0.004195298,0.008625476,0.128770899,0.021948563,0.046587,0.01915816,0.081860372,0.023456386,0.016039974,0.064011846,0.008389197,0.028873334,0.006084714,NaN,0.697934617,0.001769779,0.009824675,0.024967359,0.118921652,NaN,0.000886816
ND1,0.936812086,2.129383533,0.062470888,NaN,0.121623828,0.096839566,0.153003521,0.015802352,0.520219206,0.137223156,3.780292854,0.045681752,0.071066346,0.006720446,0.017941267,0.012097964,0.046553635,0.01679593,0.034560768,0.028591065,0.01059276,0.008676787,0.108715327,0.01217081,0.005935077,0.023866792,NaN,0.007171577,0.150076627,0.020850793,0.946883805,0.002949162,0.007150776,0.276605019,0.045271507,0.10158032,0.016658514,0.039832535,0.011469087,0.007203839,0.102820885,0.006994557,0.014778069,0.005779254,0.007804794,0.765167168,0.001206053,0.016879376,0.021906734,0.105774532,0.00161435,0.003664258
ND1,0.87899775,1.63693763,0.034449265,NaN,NaN,0.038498237,0.097550987,0.012407889,0.521486976,0.115789821,4.208935105,0.034631115,0.028566044,0.004456207,0.013307641,0.009590853,0.029725386,0.025104898,0.0539866,0.020737026,0.011540199,0.004118703,0.080232474,0.008061221,0.005695713,0.023689423,NaN,0.005286379,0.153147225,0.025696768,0.675411115,0.003973597,0.007229864,0.15301855,NaN,0.055574556,0.021777513,0.053865761,0.025511957,0.010343025,0.065560778,0.007905182,0.03771453,0.005405879,NaN,0.704852435,0.000889441,0.005626779,0.02368841,0.108305728,0.000902173,NaN
ND1,0.912272371,1.744513128,0.03938628,NaN,0.067496723,0.044565387,0.089463219,0.007881745,0.51904451,0.133210329,3.163012048,0.027350036,0.023858547,0.003752634,0.014457724,0.007651862,0.031224798,0.02758848,0.047613689,0.025128063,0.010102177,0.004295347,0.074105199,0.008303869,0.007359776,0.022561154,NaN,0.003902684,0.164186463,0.023649996,0.793498531,0.004236171,0.007396856,0.180581567,0.028158739,0.063623801,0.018628673,0.078326431,0.020712687,0.015370536,0.070460522,0.008421785,0.023657246,NaN,NaN,0.724599977,0.001645481,0.00758954,0.022574037,0.105663081,0.001487412,0.001131411
ND1,0.902772537,1.378672095,0.020161052,NaN,0.041862392,0.030613951,0.055108404,NaN,0.381418018,0.120721609,3.170657705,0.018836839,0.021010561,NaN,0.01245313,0.01253752,0.020491911,0.01933234,0.041822676,0.008746037,NaN,NaN,NaN,0.00554341,NaN,0.02231178,NaN,NaN,0.049132224,0.014722291,0.446280054,0.003070066,0.005663518,0.108911201,0.01730895,0.039045315,0.013397695,0.050461668,0.007980524,0.010083952,0.041686932,0.005351579,0.00806748,0.004406245,NaN,0.54698323,NaN,NaN,0.017547352,0.084750469,NaN,NaN
ND1,0.928385967,1.417563,0.024100475,NaN,0.063202716,0.04374876,0.089500457,0.003820861,0.455750282,0.122012067,3.352211829,0.029542566,0.059124198,NaN,0.010303181,0.010941262,0.020189898,0.012419045,0.046189721,0.00855809,NaN,NaN,0.045378437,0.005862348,NaN,0.02286676,0.006156644,NaN,0.063749647,0.017270048,0.411294505,0.002347892,0.00555922,0.103343083,0.016870188,0.038904642,0.0178963,0.007815406,0.001975319,0.001275986,0.076561567,0.005711792,0.001784887,NaN,NaN,0.71949047,0.000663311,NaN,0.021618347,0.103750128,0.000902596,NaN
ND1,0.916843226,1.658768947,0.034858557,NaN,0.087484928,0.053890358,0.128780855,NaN,0.574246022,0.140027846,3.128927807,NaN,0.077024618,NaN,0.010692997,0.010949493,0.026739377,0.014705231,0.047267948,0.011177673,0.010286603,NaN,0.089576145,0.006981501,0.003247626,0.023865086,NaN,NaN,0.082324399,0.020465384,0.669900508,0.002847781,0.006125315,0.12134677,0.021679991,0.045190515,0.020263704,0.007504196,0.002300709,0.00136142,0.096906166,0.007714257,0.002269063,NaN,NaN,0.956305307,NaN,0.000799484,0.023642437,0.111534847,0.001276501,0.001933232
ND1,0.899860144,1.523358579,0.036930272,NaN,0.057619553,0.03415978,0.067209579,NaN,0.511806991,0.110293966,3.871964709,0.021558412,0.026183025,NaN,0.012591643,0.006817351,0.02514468,0.021775234,0.077924186,0.013945552,0.011856213,NaN,NaN,0.006216046,NaN,0.019459064,0.002685195,NaN,0.072279806,0.017885236,0.467548184,0.005087759,0.006414234,0.159555183,0.02451815,0.058924366,0.015840578,0.081341514,0.021665487,0.015842153,0.053625704,0.00655775,0.027535234,0.00520027,NaN,0.651338333,0.000916387,NaN,0.020048822,0.092302375,0.00133808,0.000999844
ND1,0.870087973,1.496262477,0.029233278,NaN,0.064375923,0.044144549,0.083582072,NaN,0.527416373,NaN,4.399646088,0.031802225,0.062902268,NaN,NaN,0.00981362,0.021072871,0.01113182,0.036522691,0.006828324,NaN,NaN,NaN,NaN,0.004117027,0.023503899,0.004170001,NaN,NaN,0.01378939,0.340107498,0.002064734,NaN,0.098926317,0.016419936,0.037203391,0.01632985,0.011317388,0.003464463,0.00201572,0.088681473,0.005250472,0.00457883,NaN,NaN,0.627893044,NaN,NaN,0.023122397,0.121562751,0.001582422,NaN
ND1,0.971186545,1.611111938,0.023325333,NaN,0.033082081,0.029869328,0.038691725,NaN,0.368372253,NaN,3.208576277,NaN,0.024620315,NaN,0.011690158,0.04083316,0.019206297,0.013948486,0.042921408,NaN,NaN,NaN,NaN,NaN,0.005470048,0.042962189,NaN,NaN,0.007936767,0.012567445,0.269652978,0.002132031,0.005037387,0.093734738,0.017215964,0.036452294,0.007930211,0.031903946,0.008892841,0.006464686,0.038725191,0.003925513,0.010335978,NaN,NaN,0.505066523,0.000655073,0.000496362,0.023182216,0.10714368,NaN,NaN
ND1,0.913985105,2.274377989,0.050510108,NaN,0.106736638,0.08310259,0.163908705,NaN,0.459086232,0.183406502,5.092973442,0.040607099,0.070942,NaN,NaN,0.010678488,0.041953794,0.016780011,0.02675158,0.028777316,0.014501933,NaN,0.124404005,0.011180379,0.006986822,0.025783627,0.012975581,0.004580594,0.210199496,0.024809511,0.556996528,0.002796355,0.008064476,0.268396557,0.043179707,0.108557517,0.023353852,0.029016904,0.006506023,0.005180436,0.133625996,0.008240805,0.010067494,0.007823071,0.003264016,0.988635786,NaN,0.022284119,0.03925728,0.136295452,0.001769393,0.003696662
ND1,0.418675206,1.300049658,0.009617482,NaN,NaN,0.02980559,NaN,NaN,0.50949175,0.086909524,4.110140647,0.008801301,0.024355416,NaN,NaN,0.011100275,0.021227113,0.014939861,0.041804699,NaN,NaN,NaN,NaN,0.005382755,0.00274294,0.023476381,0.003966187,NaN,0.107954083,0.012689729,0.111061926,0.002590498,0.00316154,0.099204275,0.017008188,NaN,NaN,0.028407416,0.004968506,0.00628715,0.050452348,NaN,0.005710866,NaN,NaN,0.519858363,0.001004186,0.006363913,0.028866866,0.114706457,NaN,0.000538738
ND1,0.922306416,1.391191627,0.023181119,NaN,NaN,0.028780337,NaN,0.001477999,0.500664757,0.081920663,3.389426221,0.01052874,0.049853506,NaN,0.009882405,NaN,0.019927905,0.019128613,0.074630115,NaN,NaN,NaN,NaN,0.005813017,0.003603168,0.025830739,0.004703328,NaN,0.085926821,0.010936152,0.151693546,NaN,0.003887856,0.098235908,0.018115715,NaN,0.01306282,0.023691445,0.006837987,0.005750419,0.052382747,0.006540431,0.009108759,NaN,NaN,0.582928051,NaN,0.007758341,0.031699371,0.120091996,0.000574413,0.000766876
ND2,0.917223337,1.44988439,0.021574765,0.00055516,0.060845551,0.045273801,0.077617033,0.005267303,0.480978446,0.132252661,5.939648452,0.025994498,0.032914705,NaN,NaN,0.009389051,0.024648596,0.010771937,0.055138839,0.013760856,0.009360152,NaN,0.046317535,0.0065676,0.003546719,0.025454844,NaN,0.00418478,NaN,0.027831793,0.30828046,NaN,0.003754183,0.076867215,0.016942242,0.026199448,0.016955563,0.002097684,0.003294,NaN,0.113658075,0.007452819,0.001885734,NaN,NaN,0.7167331,NaN,0.002246505,0.023683292,0.147373928,0.001686529,0.001139585
ND2,NaN,1.798250312,0.027317476,0.000562498,0.073375148,0.05360257,0.08940247,0.004197248,0.496679718,0.147062746,3.749857638,0.034176132,NaN,NaN,0.012475942,0.010011015,0.029815152,0.014012323,0.05180081,0.018167627,0.008819637,NaN,0.047167382,0.008164645,0.004344338,0.029935918,NaN,0.003923117,0.142340126,0.028665426,0.398999053,0.003412588,0.004613962,0.116210778,0.02244924,0.041030183,0.019883375,0.011672869,0.007611304,0.002797004,0.15475788,0.008866569,0.008776713,0.0088974,NaN,0.844614443,0.001115623,0.00405285,0.025887561,0.144323527,0.003054657,0.000838934
ND2,0.868759116,1.249540881,NaN,NaN,0.049870938,0.033118215,0.057611142,0.001774003,0.492509985,0.114821343,NaN,0.027734817,0.117510383,NaN,NaN,0.012414062,0.01905431,0.011719343,0.047956085,0.008006592,NaN,NaN,NaN,0.00432881,0.003051331,0.039882701,NaN,NaN,0.051164785,0.015881018,0.231697032,0.002047725,0.003759079,0.046327972,0.011730661,0.015702408,0.021392591,0.002618835,NaN,NaN,0.110493656,0.007503606,0.002774454,0.005835122,NaN,0.749710534,0.001255232,NaN,0.030871311,0.157271529,0.001875656,0.000747402
ND2,0.912119748,1.359113168,0.019160105,NaN,NaN,0.038505266,0.0727188,0.004323432,NaN,0.130346238,9.751378942,0.028006664,NaN,NaN,0.010670151,0.008627835,0.021979978,0.010617688,0.052967822,0.011580003,0.010146022,NaN,0.040520745,0.006247471,0.005094415,0.027625431,NaN,0.003608108,0.116083823,0.026517913,0.279312125,0.002779561,NaN,0.075290051,0.015470555,0.029027205,0.0232631,0.004981655,NaN,NaN,0.118461165,0.006641709,0.00557096,NaN,NaN,0.719239875,0.001280307,0.001644539,0.027598923,0.122804676,0.001362315,0.001757834
ND2,0.908793323,1.42364248,0.014850262,NaN,NaN,0.040422408,0.077251535,0.006204691,0.491007937,NaN,8.89272405,0.032509847,0.030173452,NaN,0.010052841,0.008059808,0.024522821,0.013349413,0.054620985,0.013391301,0.010072427,NaN,0.044534777,0.005843266,NaN,0.028997192,0.004509197,0.004378149,0.135143152,0.028446552,0.426926408,0.002356,0.004942957,0.072472844,NaN,0.024676442,0.021419665,0.009032636,0.007166947,0.001684214,0.106628815,0.006673114,0.01039812,NaN,NaN,0.82537056,0.000817999,0.001939929,0.022763641,0.128068473,0.000976479,0.001083679
ND2,0.939866488,1.398942738,0.014272812,NaN,0.054054316,0.033083909,0.072980364,0.003292673,0.484340842,0.161321538,8.88279142,NaN,0.043767077,NaN,0.009635142,0.009251352,0.020744195,0.014815966,0.068395739,0.013153891,0.008104775,NaN,0.039416639,0.005920576,0.005479769,0.026413969,NaN,0.003707443,0.134553083,0.025422338,0.463468353,0.003065849,0.004874328,0.0683861,0.015384739,0.025213005,0.024578456,0.006844218,0.00354991,0.001052354,0.111390171,0.007976784,0.003860434,NaN,NaN,0.822888582,0.000653491,0.001821533,0.026407404,0.177938403,0.001299383,NaN
ND2,0.942928237,1.373452092,0.019637199,0.00158983,0.056423863,0.032842569,0.07297226,NaN,0.483738734,NaN,9.685121435,NaN,0.054982376,NaN,0.008816232,0.007978793,0.017053646,0.011230259,0.074447483,0.010961318,0.006608124,NaN,0.038610094,0.005891862,NaN,0.028939953,0.003667988,NaN,0.105474671,0.020854336,0.296818264,0.002527039,0.003997851,0.056949296,NaN,0.022297474,0.021181391,0.003756206,0.001770762,0.001108798,0.118776021,0.006539435,0.001463443,NaN,NaN,0.789633318,0.000844527,0.00102665,0.028992884,0.175391383,0.000856534,0.002135794
ND2,0.952299082,0.921018464,0.012961944,NaN,NaN,0.025065104,0.031909531,NaN,0.343507328,0.167390533,6.141472665,0.015494139,NaN,NaN,NaN,0.035806999,NaN,0.009353764,0.040932105,0.00774619,NaN,NaN,NaN,0.003695074,0.002640043,0.019890535,0.003073656,NaN,0.092783578,0.018734436,0.107446406,0.002504355,0.003249051,0.040998127,0.01082522,0.013004501,0.015819621,0.00566418,0.004666726,0.001300256,0.090525092,0.004184766,0.006408356,0.006124975,NaN,0.53073069,0.001025674,NaN,0.017776642,0.09639828,0.001348369,0.000885209
ND2,0.928511131,1.890810897,0.035865223,0.001993834,0.085186503,0.067297073,0.112121976,0.016150328,0.53555384,NaN,5.250127055,0.044018593,NaN,0.004763945,0.015691516,0.011462654,0.033451641,0.021448218,0.075112231,0.026837187,0.015945614,NaN,0.084667164,0.011611892,0.005665512,0.025734291,0.009795687,0.012335219,0.189041018,0.052278834,0.798757129,0.003694982,0.005138701,0.111863354,NaN,0.039296019,0.035977818,0.004230382,0.053585675,NaN,0.176217248,0.011077801,0.004289494,0.011355237,NaN,1.071385698,0.001707615,0.00982532,0.02486973,0.123681081,0.002235747,NaN
ND2,0.955779823,1.259236285,0.012496884,NaN,0.053870759,0.034058708,0.048163227,0.005986206,0.372630378,0.192061368,5.772627711,0.024226593,0.019994755,NaN,NaN,0.003295121,NaN,0.010840924,0.047703875,0.013841567,0.008948074,NaN,0.048716552,0.006279279,0.003467631,0.020067717,NaN,NaN,0.144208599,0.02803441,0.295677545,0.001899249,0.003674832,0.056824142,0.013261464,0.020373224,0.025689346,0.005239976,0.004898953,0.000583112,0.107704122,0.006422649,0.004313489,0.006265141,NaN,0.777771254,0.001273153,0.008525924,0.020438062,0.102141028,NaN,NaN
ND2,0.917455109,1.765343157,0.024392412,NaN,0.077295765,0.051130823,0.091455786,0.004891759,0.442505311,NaN,5.963623441,0.031930447,NaN,NaN,0.009884279,0.007110698,0.028404738,0.01544638,0.042873731,0.015425404,0.00833595,NaN,0.049769594,0.008139928,0.003180764,0.030025002,NaN,0.003544844,0.161604509,0.031584631,0.591874865,0.002865033,NaN,0.111236817,0.020669166,0.045296725,0.023347922,0.021887506,0.007564563,0.004377724,0.138677462,0.00710536,0.009611966,NaN,NaN,0.831455465,0.001633031,0.006300328,0.028617445,0.138315546,0.001390586,0.001517743
ND2,0.937268614,1.504788198,NaN,0.001764171,0.065859279,0.038454243,0.075935192,0.005277724,0.492638879,NaN,5.054902221,0.032989226,0.024887362,NaN,0.012405044,0.009128698,0.025551531,0.01752805,0.068683021,0.017769257,0.012052221,NaN,0.057668697,0.007328061,0.005357037,0.024895221,NaN,0.006632798,0.160843671,0.031613179,0.568416047,0.004292489,0.0056279,0.093134405,NaN,0.031858835,0.022826804,0.018012953,0.009552264,0.003284274,0.117788304,0.007950716,0.013343631,NaN,NaN,0.74789888,0.001448558,0.00580722,0.021667463,0.121524216,0.00138359,0.000569614
ND2,0.909873122,1.948910358,0.037814502,NaN,0.093629016,0.064327447,0.110265369,0.007187051,0.505558693,NaN,4.69346373,0.043530195,0.045271299,0.003363865,NaN,0.009945619,NaN,0.015778053,0.052289609,0.026643899,0.013025194,0.004274988,0.097454865,0.009276248,0.005174885,0.021307577,NaN,0.008410774,0.161841792,0.035033213,0.676608846,0.004391615,0.003757402,0.152055129,0.02778483,0.056219366,0.02457728,0.007655236,0.003022912,0.001382516,0.13121087,0.00840782,0.003706561,0.008120653,NaN,0.892036406,0.001180087,0.011198143,0.020842904,0.129692849,0.00163001,0.001141644
ND2,0.973531087,2.163850288,0.047369948,0.003754407,0.095718665,0.065276009,0.114217897,0.007233591,0.512644764,0.158895702,5.453806954,0.048336764,0.042534683,NaN,0.017514298,0.010389471,0.039845976,0.01877265,0.060865532,0.026544692,0.012551659,0.003001153,0.08477574,0.010843412,0.006281634,0.026748181,0.009083838,0.008829126,0.186702519,0.035193407,0.710641685,0.005528396,0.005304691,0.216075525,0.03801985,0.081091501,0.026124724,0.024694295,0.008680321,NaN,0.155118526,0.008251271,0.01036737,0.00833794,0.003708842,0.873240618,0.001241457,0.012974557,0.021388911,0.130222248,0.002451256,0.002362883
ND2,0.972670696,2.586816298,0.058501917,0.005433083,0.200170093,0.124912607,0.251185632,0.022700767,0.438088951,0.356491837,7.221988434,0.082246939,NaN,0.015007662,0.02046939,0.01845656,0.053555568,0.02735617,0.067296479,0.052654925,0.030806347,0.022513386,0.160461774,0.015623779,0.011791741,0.030123604,0.026108372,0.020721515,NaN,0.075735114,1.316829139,0.006892316,0.005772358,0.146093979,0.033569634,0.054619348,0.060285642,0.004446964,0.000686084,0.000822497,0.263492091,NaN,0.004234414,0.012994899,0.016174204,1.320547502,0.00316661,0.047555135,0.028472216,0.160163871,0.004972941,NaN
ND2,0.939920615,1.872275922,0.028158739,NaN,NaN,0.056066049,0.122020002,0.008482263,0.478966051,0.191893515,5.745900762,0.047282201,0.032026193,0.003521282,0.01759995,0.010783582,0.035240903,0.017929173,0.062131243,0.024449387,0.016306592,0.004404443,0.092048116,NaN,0.005798546,0.025289175,NaN,0.009509202,0.191880393,0.036383354,0.6894138,0.003925409,0.00599473,0.139361764,0.027060686,0.049958056,0.027348964,0.016623808,0.009977733,0.003336557,0.128612343,0.008438266,0.013624505,NaN,0.005882509,0.951137856,0.001261906,0.014741913,0.023173343,0.136262511,0.002211188,0.001647966
ND2,0.920605638,1.634032009,0.027186072,NaN,0.074649512,0.051432094,0.087524616,0.009877094,0.506739073,0.169873675,5.259643999,0.038928307,0.023895699,0.004381171,0.013677464,0.010020327,0.030497381,0.019074362,0.076990676,0.024265013,0.015331403,0.00395359,0.065274654,0.008286376,0.006573377,0.025103311,NaN,0.010270652,NaN,0.041408529,0.679411934,0.003243145,0.00505939,0.12921738,0.023298234,0.047790756,0.027400506,0.017149589,0.008666489,0.00343401,0.135513854,0.00881286,0.01120346,NaN,NaN,0.905454039,0.001640683,0.008693717,0.021296805,0.12250804,0.002556022,0.001310463
ND2,0.902227275,1.341666327,0.016209081,NaN,0.053854455,0.033808647,0.069434821,0.00484447,0.49313255,0.126887127,4.894122961,0.031517901,0.023046481,0.001514434,0.010620924,0.00784594,0.022113006,0.014248583,0.055025231,0.012995799,0.010842025,NaN,0.047283066,0.005597907,0.004957724,0.0231049,NaN,0.004697812,NaN,0.02671489,0.441549802,0.002506572,0.005031917,0.078734809,0.015628229,0.026912849,0.015838559,0.01463835,NaN,0.002637615,0.09116822,0.005185392,0.011808194,0.007234348,NaN,0.64349841,0.001324313,0.00406062,0.019340392,0.10667495,0.001122103,0.000638819
ND2,0.916518529,1.443070603,0.017548643,NaN,0.068954523,0.045921941,0.05526588,0.007624691,0.485959305,0.165412227,5.041836784,0.030606438,0.019352099,NaN,0.010847273,0.061698016,0.021499049,0.012743298,0.038968983,0.016515956,0.00973557,NaN,0.065576306,0.007071674,0.00473464,0.025952626,NaN,0.004621235,0.175282224,0.027057048,0.445617968,NaN,0.006920635,0.106944623,0.018137732,0.04657641,0.017226216,0.02323988,NaN,0.018533112,0.100442885,0.005930936,0.009108981,0.006076345,NaN,0.763252377,0.000993271,0.011881641,0.020423672,0.097779431,NaN,0.00103954
ND2,0.889340968,1.509062694,0.015530111,NaN,NaN,0.038394322,0.048316719,NaN,0.266038409,0.145995821,4.670891717,0.018116265,0.021030594,NaN,NaN,0.003312616,0.019381893,0.011742019,0.030987199,0.012191608,0.00754196,NaN,0.029011181,0.004705575,0.003867058,0.012707552,0.003482186,NaN,NaN,0.020642744,0.358804743,0.002041878,0.003129646,0.07157371,0.014557337,0.024721814,0.013559745,0.006008657,0.003147359,0.001746637,0.084751913,0.004594571,0.003474472,0.004457307,NaN,0.623509314,0.000776777,NaN,0.012106702,0.071825086,0.001051148,NaN
ND2,0.905571262,1.180853086,0.011502799,NaN,0.036658249,0.030662032,0.038340313,NaN,0.460969728,0.121498604,5.134950057,0.015081757,0.021797888,NaN,0.008343024,0.006720372,0.018187818,0.011911356,0.045352662,NaN,0.006351966,NaN,NaN,0.006806916,0.005438968,0.023178384,NaN,NaN,0.055551139,NaN,0.242932432,0.002622775,0.004194695,0.048787406,0.010878265,0.017765288,0.017605801,0.004606271,0.003711329,0.000731089,0.106777074,0.005570455,0.005024873,NaN,NaN,0.59359622,0.000800624,NaN,0.019859484,0.132117048,0.001059658,NaN
ND2,0.864418663,1.70980748,0.036680355,NaN,0.056409521,0.046846503,0.062723555,NaN,0.512773787,0.132055776,5.778741814,0.027665092,0.035235652,NaN,0.013522562,0.012531914,0.028659073,0.017258867,0.055546072,0.014143995,0.010317493,NaN,NaN,0.008663079,NaN,0.024319128,NaN,NaN,NaN,0.024663813,0.413168918,0.005166532,0.005148952,0.15294258,0.026939412,0.055883349,0.020821233,0.022575514,0.008834776,0.004132702,0.141951662,0.006706241,0.0116466,0.006228601,NaN,0.756988798,0.001135436,NaN,0.022938085,0.152922215,0.002823193,0.00205002
ND2,0.887100606,1.654594309,0.03415031,NaN,0.070001056,0.045077427,0.088188464,NaN,0.538930241,NaN,4.961601485,0.038291971,0.048194943,NaN,NaN,0.012022045,0.030040789,0.016572148,0.050538694,0.017571745,0.010366905,NaN,NaN,0.008278632,0.005443235,0.026830571,NaN,NaN,NaN,0.031991224,0.712692168,0.003347885,0.005180525,0.12773306,0.023841501,0.045072377,0.023507245,0.013455569,0.005604658,0.002883524,0.115197018,0.007723343,0.006691738,NaN,NaN,0.898263222,0.001268602,NaN,0.023548501,0.143807462,NaN,NaN
ND2,0.857197603,1.181017371,0.014032485,NaN,NaN,0.03646407,0.054359913,NaN,0.475510212,0.142376193,5.165263664,0.02371737,0.037896786,NaN,0.00831275,0.008072578,0.018325909,0.013351464,0.043335715,0.007797247,0.006585599,NaN,NaN,0.005616888,0.004596387,0.025632247,NaN,NaN,NaN,0.022626668,0.349482666,0.002342103,0.006032053,0.052025591,0.012171572,0.019116146,0.02020407,0.007544272,0.006290082,NaN,0.117339698,0.006177259,0.007945047,0.006515558,NaN,0.749776896,0.00055462,NaN,0.021167909,0.126417553,0.001519707,0.000427559
ND2,0.916471573,1.09654791,NaN,NaN,NaN,0.034331511,NaN,NaN,0.474747582,0.142454663,4.630403416,0.017396386,0.019065206,NaN,NaN,0.011131516,0.023940434,0.01196324,0.045992779,NaN,NaN,NaN,NaN,0.006365018,0.003194097,0.021232536,0.002975976,NaN,0.141635926,0.021514432,0.163741645,0.00264241,0.003693723,0.087448618,0.01727354,0.033361763,0.020888103,0.010204797,0.003704577,0.002069734,0.089538049,NaN,0.005835585,NaN,NaN,0.709743716,0.00087979,NaN,0.024809095,NaN,0.001163858,NaN
ND2,0.937059119,1.678723727,0.036872596,NaN,0.080761624,0.060596465,0.095982008,NaN,0.503482878,NaN,5.258982317,0.035457932,0.033588291,NaN,0.012399233,0.011438155,0.032403571,0.015263455,0.066343795,0.021738448,NaN,NaN,NaN,0.009555015,0.004765304,0.020961163,0.006737131,0.005692857,0.191516578,0.035266938,0.339276564,NaN,0.003360278,0.120873729,NaN,0.050804758,0.028002131,0.003002795,0.000755585,0.00088493,0.154799175,NaN,0.008239553,NaN,NaN,0.943628497,0.001020834,0.013154649,0.025658349,0.134973431,0.001464792,0.001214317
