Class,Glycine,Lactic acid,Pyruvic acid,Valine,Leucine1,Glycerol,Isoleucine,Leucine2,Malonic acid,Glycine2,Phosphate,Threonine1,Alanine,Threonine2,Succinic acid,Benzoic acid,Threitol,Malic acid,hydroxyproline1,Aspartic acid1,aminobutyric acid,Aspartic acid2,hydroxyproline2,Xylitol,Hydroxyglutaric acid,ethyl ester,Methionine,Creatinine,Putrescine,Hypotaurine,Glutamic acid,KA/AKA/T,Fructose,T/S/F1,S/A/M/G/G,T/S/F2,Glycerol3phoshate,A/M/G/G1,A/M/G/G2,A/M/G/G3,Citric acid,Acetylaspartic acid,Glucose,Scyllo-inositol,Lysine,S-I/M-I/I,Pantothenic acid,Tyramin/Tyrosine,Hexadecanoic acid,OA/SA/NA,Myo-Inositol-1-phosphate,a-l/l/M/c
HD1,0.93888068,2.327118111,0.033221202,0.005851375,0.125133524,0.068936736,0.145274076,0.011422971,0.513119548,0.18982394,3.622862282,0.033903597,0.037364797,0.006612013,0.02038935,0.014896603,0.049499324,0.015151697,0.035636817,0.02332379,NaN,NaN,0.052843232,0.013601173,0.007087008,0.023060744,0.013163521,0.002969103,0.088655895,0.014594749,1.018966238,0.001863596,0.007040426,0.366431794,0.060252399,0.130639238,0.038657215,0.058483664,0.009593793,0.010116187,0.021583195,NaN,0.009802984,NaN,0.008750902,0.641863922,0.000860931,0.015126259,0.027127786,0.133049802,0.008722328,0.002589456
HD1,0.938683461,1.499885157,NaN,NaN,0.056271386,0.029470591,0.059401879,NaN,0.394445733,0.190690813,8.096826095,0.020021032,0.018068096,NaN,NaN,0.006773302,NaN,0.010424203,0.038858092,0.005754874,NaN,NaN,NaN,0.006949508,0.004477404,0.022656388,0.004361534,NaN,0.05997222,0.010076139,0.282168872,NaN,0.003731632,0.100821258,0.018630604,0.036754021,0.039277111,0.033452199,0.014349666,0.005808282,0.018972607,0.002589316,0.020391443,NaN,NaN,0.49908803,0.00084523,0.002236724,0.020204719,0.103555775,0.001195861,0.000659208
HD1,0.959915682,3.547609417,0.06025272,0.011269767,0.397225943,0.294557108,0.387167047,0.168775655,0.492274384,0.394815269,3.438240124,0.136505256,NaN,0.055029166,0.044646568,0.019130255,0.14580544,0.023999881,0.071236697,0.068892029,0.017046493,0.11624494,0.160493402,0.041534946,0.015117879,0.034417847,NaN,0.015556005,NaN,0.030522081,3.178259753,NaN,0.010015538,0.919989762,0.158016744,0.355216005,0.081557864,0.065818457,0.015529279,0.010402063,0.066092445,0.005911232,0.021491651,0.008024191,0.095997409,1.113842972,0.002481157,0.117889208,0.032992959,0.138343839,0.006003961,0.009581383
HD1,0.94051297,2.508224881,0.023732648,0.003395497,0.153212366,0.104410193,0.167658039,0.021472851,0.521983067,0.201722536,2.880362033,0.065562247,0.047081316,NaN,0.019669479,0.013731346,0.058142204,0.012136898,0.065785534,0.028833321,0.007244397,NaN,0.070372991,0.014250173,0.005402158,0.028834917,0.022727937,NaN,0.134570246,0.015844187,0.917069659,0.000984979,0.003917415,0.288568565,0.053772204,0.115002036,0.049018463,0.0200803,0.005981564,0.003754516,0.031467004,0.00333619,0.008424369,0.003831579,0.009413273,0.601973995,0.001720978,0.02411483,0.031689315,0.122569105,0.002020369,0.003847859
HD1,0.832554436,3.641818902,0.013019088,NaN,0.225914779,0.154790684,0.266213151,0.046233329,0.615459773,NaN,3.549516995,0.087161641,0.026321792,NaN,0.023842833,0.015380587,0.075861377,0.015118118,0.068313114,0.039394077,NaN,NaN,0.099762029,NaN,NaN,0.031279754,NaN,NaN,0.161658373,0.016703923,1.221704513,0.001648855,0.002745925,0.521820923,0.081659602,0.199135289,0.05567577,0.022690174,0.013046772,0.004021548,0.039545958,0.003578292,0.017748462,0.005118032,0.019480031,0.792718373,0.001044797,0.041152072,0.033079434,0.142094786,0.003996882,0.006808673
HD1,0.921278633,1.864594297,0.0230855,0.003148844,0.103792696,0.050841531,0.112665438,0.009504293,0.499597558,0.196009533,1.74537318,0.028615213,0.014105491,0.004134698,0.01611592,0.007837667,0.031134918,0.017703067,0.074558861,0.017190766,0.005764079,0.001798048,0.052259077,0.010962528,0.007361579,0.023105713,0.009683217,NaN,NaN,0.017753756,0.745911324,0.001698122,0.007336107,0.215599449,0.037026094,0.079491698,0.058532346,0.03966057,0.003493883,0.007472302,0.015256472,0.004409969,0.001825734,0.004899761,0.003044594,0.627494001,NaN,0.009932761,0.025659859,0.118091164,0.009770532,0.001974914
HD1,0.913897231,1.365244201,NaN,NaN,0.049659898,0.025901624,0.060633652,0.001218888,0.477009575,0.151575013,4.290097123,0.024607788,0.020023161,0.000514648,0.008384861,0.006121788,0.018783275,0.007371022,0.047819664,0.005320594,0.0032223,NaN,NaN,NaN,0.004704256,0.025291309,0.003925567,NaN,0.04711389,0.010127142,0.26043204,NaN,NaN,0.079962615,0.015993425,0.027971896,0.037079922,0.020585102,0.004965575,0.003759322,0.017113422,NaN,0.00555824,NaN,NaN,0.450987943,0.000717038,NaN,0.022727857,0.110272069,0.000835255,0.000576485
HD1,0.933584405,2.192320536,0.019477218,NaN,0.124015335,0.072643383,0.129464892,0.018691441,0.469922311,0.184358165,3.157188579,0.057667945,NaN,0.003742673,0.015616057,0.012305231,0.044065283,0.009513651,0.073251036,0.024802471,0.007960741,0.004217722,0.071024784,0.011271359,0.005463761,0.024251264,0.01437444,0.00426099,NaN,0.014127586,0.658848202,0.00137579,0.003116206,0.201117214,0.037190888,0.079249198,0.052825052,0.013120279,0.005032258,0.002972738,0.02527764,0.002626937,0.006287741,NaN,0.017860131,0.482319684,NaN,0.019059044,0.025216363,0.120671235,0.004045502,0.003298037
HD1,0.907404515,1.717694468,0.017446183,0.003259496,0.072674242,0.045054563,0.080829036,0.01094214,0.500781849,0.166252016,4.734779251,0.032111188,0.014167289,0.002641048,0.011679648,0.006375603,0.033230322,0.012588129,0.054901514,0.015180127,0.006637115,NaN,0.045388599,0.008079904,0.005059577,0.025725358,0.007308755,NaN,0.091483632,0.014526619,0.462622596,0.00116862,0.004457579,0.163026107,0.028945938,0.061580984,0.039799792,0.03470272,0.012598729,0.006889443,0.022001876,0.004129834,0.01606565,0.004559045,NaN,0.516802205,0.000894022,0.005961983,0.023223194,0.104595787,0.001330916,NaN
HD1,0.880015085,1.857213758,0.029848502,0.001976318,0.116227297,0.065628411,0.107197701,0.027110787,0.534730334,0.178780985,1.851072018,0.0321943,0.021396037,0.008717253,0.017167445,0.012870273,0.042013283,0.01813765,0.058981952,0.023965684,0.007237047,0.004799527,0.058020464,0.01269615,0.006929005,0.024414329,0.010683308,NaN,0.11132931,0.019904655,0.857580577,0.00092422,0.00854075,0.285249485,0.049801803,0.101334904,0.054623521,0.033493455,0.005277851,0.006330701,0.021418162,0.004690136,0.003715777,NaN,0.010616379,0.634501909,0.001224969,0.012981527,0.024524932,0.116672038,0.011164309,0.001920552
HD1,1.048770638,4.015348431,0.043973384,0.010227751,0.288173564,0.270251216,0.315176041,0.145072587,0.437169279,0.388868008,3.31998132,0.088769213,0.07518891,0.061434013,NaN,0.022341041,0.148848252,0.019663688,NaN,0.034485628,NaN,0.118100882,0.094918692,0.032871184,0.021706052,0.028986811,NaN,0.012332785,0.151812229,0.018225601,2.198933913,NaN,NaN,0.828938771,0.145887824,0.327811409,0.075092898,0.009495535,0.001833662,0.001637257,0.057571304,0.003802602,0.004013929,0.005392581,0.07143533,0.962197785,0.001735156,0.074690977,0.029443684,0.131282929,0.005726247,0.007091696
HD1,0.900291585,2.32601665,0.042784062,0.005925516,0.177932064,0.101215205,0.170845866,0.037008078,0.567511937,0.208752453,2.293623205,0.034350083,0.015661397,0.01902203,0.024006849,0.011521343,0.065156659,0.016038071,0.038563978,0.039218571,0.007227095,0.020485544,0.097081169,0.018026107,0.009453799,0.01923424,0.01783286,0.006915927,NaN,0.018138941,1.243443964,0.001171978,0.00692341,0.498135402,0.081633781,0.184957566,0.040420201,0.076614681,0.00968634,0.012858299,0.028923016,0.004340077,0.009689542,NaN,0.022839837,0.685648015,0.00175814,0.028390841,0.020373846,0.105218791,0.009046307,0.003650931
HD1,0.862742032,0.970631155,NaN,NaN,0.040181978,0.021799918,0.041980467,NaN,0.294323406,0.163342748,5.005769972,0.011207588,0.00824739,NaN,0.008030372,0.004875797,0.012207017,0.007344346,0.038323426,0.00377892,NaN,NaN,NaN,0.004478328,0.003921783,0.013544435,NaN,NaN,0.008200198,0.010471876,0.16443596,0.000553397,0.002976152,0.045277161,0.009446542,0.017092209,0.030590832,0.018041515,0.01022283,0.003786773,0.014591371,NaN,0.014190196,0.003083996,NaN,0.381798067,NaN,NaN,0.015064174,0.067438623,0.000842394,NaN
HD1,0.918229651,1.900108915,0.02100974,NaN,0.080390564,0.06340505,0.087105325,0.006789202,0.467800154,0.188093941,4.757481124,0.030053668,0.019470694,NaN,0.016388452,0.010220793,0.036777873,0.01208042,0.050076084,0.012979225,0.005150237,0.007409488,NaN,0.011018285,NaN,0.025391508,0.007370437,NaN,0.050846947,0.012975565,0.521331356,0.001354154,0.0044633,0.242055655,0.039603172,0.094058081,0.030878821,0.086245684,0.021597321,0.016992524,0.022666388,NaN,0.026428039,0.004485132,NaN,0.532978783,0.0005614,0.00095899,0.023106416,0.116410653,0.001866716,0.001876724
HD1,0.898102978,1.831124979,0.027129036,0.005827716,0.175339851,0.110743372,0.189140441,0.031299465,NaN,0.197918883,2.788571788,0.06815774,0.056712127,NaN,NaN,0.015716085,0.065077471,0.01132227,0.067791609,0.031848776,0.009511881,NaN,0.060198686,0.013761761,NaN,0.0234898,0.01530518,NaN,0.10316056,0.01435539,0.849754571,0.00079818,0.002644884,0.371562522,0.06352122,0.14356689,0.052175156,0.005116796,0.001072223,0.001025667,0.031531002,0.004236351,0.001206364,NaN,NaN,0.6238137,0.001324016,0.01599007,0.025042559,0.126353066,0.002114815,0.005046153
HD1,0.796925736,1.580153633,NaN,NaN,NaN,0.046474671,0.048325121,NaN,0.557656129,0.127045786,4.669279267,0.016083284,0.023048869,NaN,0.013093005,0.012864304,0.02478411,0.008724079,0.053244555,NaN,NaN,NaN,NaN,0.007764285,0.005456677,0.023611226,NaN,NaN,0.017612599,0.010270711,0.337297165,0.000867358,NaN,0.176745864,0.028653619,0.067094931,0.037675153,0.04085486,0.009075417,0.00728007,0.021962383,0.00361269,0.011988905,NaN,NaN,0.506563308,NaN,NaN,0.024931084,0.116902826,0.002286966,0.001339363
HD1,0.949277936,2.288891443,0.023991121,NaN,0.087236581,0.061486734,0.096585214,0.009425874,NaN,0.193868173,1.851173644,0.022983142,0.024444954,0.013373566,NaN,0.01350093,0.039283043,0.011130433,0.037893013,0.012588814,0.004993524,NaN,0.024210548,0.012171764,0.00608883,0.016808063,NaN,NaN,0.033382953,0.014747454,0.814018659,0.000986091,NaN,0.273316919,0.045855076,0.100392021,0.034879766,0.055798825,0.008413646,0.010199095,0.015805883,0.003881894,0.008154052,NaN,NaN,0.584212232,0.001185914,NaN,0.01669223,0.089511857,0.009689963,0.000863375
HD1,0.915255698,1.471506354,0.011168774,NaN,0.069744233,0.039520131,NaN,NaN,0.490401969,0.164389115,4.96931834,0.022853812,0.01028079,NaN,NaN,0.011284324,0.028225847,0.00995696,0.060806616,NaN,NaN,NaN,NaN,0.009069841,0.006627439,0.023639306,0.007944602,0.000841424,0.09462408,0.014063623,0.209229056,0.00103831,0.004367221,0.15663715,0.02825358,0.064921403,0.044088336,0.03775438,0.013246052,0.008363952,0.024047007,NaN,0.017994111,0.004658358,NaN,0.550439959,0.00086709,0.010132176,0.030952094,NaN,0.000994924,NaN
HD1,0.882333401,2.074770697,0.017047702,NaN,NaN,0.062570162,0.088492916,NaN,0.45135075,0.234017479,5.749604049,0.022822709,0.022356726,NaN,0.015177788,0.010525403,0.038093273,0.013820227,0.037240692,NaN,NaN,NaN,NaN,0.011118422,0.006902315,0.034000723,0.011336973,NaN,0.104757194,0.012265513,0.275438244,0.001513107,0.004370969,0.22064117,0.036206134,0.092276601,0.032385511,0.059557476,0.016550814,0.014530449,0.026373286,NaN,0.020923133,0.00527762,0.004189419,0.628727051,0.001274534,0.016850608,0.042125111,0.164712627,NaN,0.001894422
HD1,0.922507691,2.201001058,0.026088079,0.004660405,0.130150231,0.083752058,0.137708141,0.030048477,0.486683444,0.202800942,4.221011638,0.042884741,0.031409524,0.013184235,0.017842944,0.012979139,0.050483353,0.014355989,0.054343393,0.023667945,0.007241174,0.025644106,0.066417814,0.013282691,0.007375633,0.025413736,0.011087939,0.006347482,0.090884427,0.015047557,0.812812496,0.001171655,0.005441132,0.305719509,0.052548851,0.117426955,0.045736167,0.038045311,0.009278295,0.007188035,0.02609707,0.003926837,0.010892872,0.004618408,0.023092425,0.613999592,0.001281391,0.022782644,0.026102235,0.121180493,0.005413886,0.003294596
HD2,0.917367859,1.360688696,0.008136133,NaN,NaN,0.027656867,0.061317255,NaN,0.460206386,0.147812795,NaN,0.019720882,0.021103745,NaN,NaN,0.007088168,0.021086128,0.010636389,0.042704524,0.008049894,NaN,NaN,NaN,0.007170934,0.004811089,0.027574355,NaN,NaN,0.053780404,0.009446704,0.175791117,0.000913748,NaN,0.094232342,0.017096372,0.036545029,0.034944425,0.051311131,0.023359118,0.009536024,0.020136972,0.00317585,0.031434077,0.003643461,NaN,0.44325435,0.000644913,NaN,0.025729026,0.127649609,0.001908752,0.000880174
HD2,0.951144367,2.114388719,0.018605127,0.003693478,0.097017983,0.065554243,0.108754467,0.005679286,0.504850807,0.183749009,4.914167911,0.040244849,0.040281386,NaN,0.015944229,0.014570056,0.044132605,0.032056026,0.062484107,0.015626467,0.004617729,NaN,0.042433989,0.012401566,0.007250957,0.029551862,0.009839931,0.002498021,0.085177002,0.013263179,0.44881267,0.001313381,0.00548277,0.248054441,0.042040974,0.097024075,0.038457094,0.118215223,0.051822127,0.023041582,0.028264861,0.003929216,0.069860772,0.004638614,NaN,0.549659582,0.001243484,0.006206354,0.026374719,0.122992684,0.002445353,0.001515554
HD2,0.897075804,1.876712168,0.02713683,0.001211311,NaN,0.066207982,0.114465924,0.027339019,0.504880199,0.187951339,3.578775744,0.030098971,NaN,0.012523195,0.020483598,0.011699538,0.041493663,0.02080885,0.072263871,0.023564871,0.009825269,NaN,0.050608937,0.01386233,0.008059335,0.024664462,0.00841055,0.005679197,0.114411381,0.02570536,0.985516706,0.001258507,0.010315776,0.276770176,0.049021208,0.104879985,0.05653904,0.125912293,0.014120634,0.025155984,0.022505644,0.005860429,0.009772941,NaN,0.00623086,0.672769741,0.001205494,0.013884499,0.028302175,0.145688902,0.011991098,0.00234094
HD2,0.944498682,3.3743855,0.052027973,0.00976955,0.305173605,0.262865471,0.271051547,0.241603047,0.474730735,0.331230291,10.65352404,0.082210374,0.087038633,0.091140142,0.039821926,0.016034959,0.136872702,0.018533091,0.050413712,0.046383851,NaN,0.176284574,0.110257195,0.027138836,0.016057626,0.030616979,NaN,0.013498071,0.148635614,0.016296639,2.337061505,0.00150377,0.008187867,0.798003358,0.135293385,0.295237773,0.048101841,0.00827428,0.006427118,0.001263404,0.047327518,0.004186207,0.00269535,0.005833966,0.085712738,0.924968646,0.001272553,0.077905894,0.028325527,0.123806946,0.002412339,0.00885357
HD2,0.904378434,2.124014231,0.019754159,0.003384024,0.114357039,0.087545756,0.118140547,0.024337447,0.512634264,0.158467315,NaN,0.043275647,0.026768218,NaN,0.018663384,0.011504006,0.046402163,0.009642356,0.044082199,0.020422295,0.008264903,NaN,0.050984959,0.008815031,NaN,0.022881381,0.008617968,0.003457527,0.097281658,0.010938003,0.673935705,0.000799672,0.002885106,0.295947345,0.045897683,0.116575173,0.037580087,0.004140608,0.001803545,0.000750588,0.021561187,0.002919185,0.001699619,NaN,0.010088863,0.486605026,0.00077325,0.012153804,0.023246552,0.10880344,0.001441896,0.005350729
HD2,0.912243765,1.999910814,0.028121939,0.00286814,0.118114384,0.061260885,0.121916516,0.018974796,NaN,0.194626189,3.475454188,0.027064996,0.01450741,0.006849795,NaN,0.008570013,0.040914518,0.018961431,0.058390863,0.021865597,0.007205377,NaN,0.047899483,0.013388615,0.0074372,0.025118992,0.00974776,0.004471508,0.104557214,0.022717346,0.8435879,0.000590079,0.010362928,0.26240683,0.049423045,0.095169578,0.057821936,0.042009882,0.004273723,0.007874127,0.018957915,0.005007599,0.00209139,0.006963037,0.005923967,0.653744532,0.000889195,0.012289207,0.026020939,0.124972837,0.011165171,0.002156371
HD2,0.870869555,1.86975451,0.026610726,NaN,0.091481505,0.050940203,0.100509943,0.011145976,0.527544216,0.155739166,NaN,0.026257085,0.022839063,0.003534782,0.016603185,0.011868987,0.034880361,0.018096481,0.054813308,0.015538238,NaN,NaN,0.032262055,0.010852548,0.006385794,0.025163067,0.006835321,NaN,0.079339734,0.016414771,0.672341304,0.000965723,0.008038081,0.2392939,0.043725491,0.086226669,0.045791379,0.060899171,0.005294343,0.011070897,0.017686167,0.004938139,0.002885031,0.005291842,0.000855185,0.607426663,0.000733124,0.004383791,0.026397608,0.128793223,0.010894371,0.00206207
HD2,0.933652812,2.195352,0.028015457,0.00212437,0.100143932,0.053841589,0.112477989,0.005608046,0.528901842,0.153316222,3.223023021,0.025315192,0.018859345,0.001674232,NaN,0.0119046,0.036183938,0.012327312,0.04982117,0.016786407,0.004368087,NaN,0.033878559,0.010600946,NaN,0.027157448,0.008448445,0.002588346,0.082181281,0.011817132,0.642292457,0.000488254,0.006169325,0.229690082,0.04067185,0.082174586,0.041320303,0.066189446,0.018610291,0.011722992,0.017936332,0.003349655,0.020282332,NaN,0.002220626,0.530944016,0.000977756,0.007836198,0.025447878,0.124908829,NaN,0.001324899
HD2,NaN,1.26096639,0.009341353,0.00172685,0.048488277,0.026490963,0.054202209,0.002347466,0.479283061,0.150096566,4.420077988,0.019003597,0.012661844,NaN,0.008910993,0.007811006,0.019234944,0.011900058,0.049413417,0.006687428,0.005566034,NaN,NaN,0.006314958,0.005545536,0.024016369,NaN,NaN,0.065719481,0.012594384,0.218907588,0.000978678,0.004640484,0.075435141,0.014321527,0.028907508,0.039079907,0.040687798,0.029497229,0.00764849,0.021229187,0.003847797,0.044849133,NaN,NaN,0.449636631,0.00049819,NaN,0.024964458,0.117115785,0.001263941,0.000756424
HD2,0.967925332,2.23369925,0.037608822,0.010501663,0.225066342,0.169715811,0.22683295,0.085104183,0.527133597,0.272722624,NaN,0.089830064,NaN,NaN,0.033354577,0.016947811,0.090360766,0.015636839,0.075838839,0.054941053,0.016510637,0.027312621,0.118430624,0.024359735,0.009878833,0.034486632,0.032777686,0.011345061,0.175607514,0.020217247,1.704318107,0.001250127,NaN,0.637299189,0.100838488,0.260806326,0.053609479,0.056768371,0.009781011,0.010437235,0.045705647,0.003873052,0.013090665,0.005319626,0.050094341,0.788437546,0.002506676,0.058797597,0.037826112,0.157391937,0.006182245,0.009414333
HD2,0.919010619,1.594373809,0.011658724,NaN,0.059955766,0.041035886,0.075143688,0.011358116,0.527843027,0.179301837,5.629704273,0.029649168,NaN,NaN,0.012349946,0.009756644,0.028680352,0.015190125,0.080776986,0.008796936,NaN,NaN,0.026029425,0.012886135,0.006066197,0.028076192,NaN,0.002412964,0.087924563,0.019999071,0.530249173,0.001746564,0.007332369,0.127136426,NaN,0.049457579,0.061524843,0.061058467,0.072356495,0.011710321,0.028710822,0.005103374,0.053355684,0.006740341,NaN,0.592050987,0.001131161,0.002384547,0.03166299,0.125654433,NaN,0.00072784
HD2,0.965335173,2.96521278,0.046638415,0.008605507,0.274324088,0.204656792,0.280518286,0.106253055,0.537171579,0.260695701,5.6636322,0.089836072,0.09989637,0.024030817,0.033453948,0.019236053,0.10299993,0.015922536,0.045200568,0.060232185,0.010857681,0.037761384,0.121009549,0.02379295,0.009335678,0.025694777,NaN,0.009960756,NaN,0.015404095,2.235023594,NaN,0.006906691,0.780708667,0.120210673,0.312658547,0.047456669,0.006092296,NaN,0.000891231,0.045181635,0.004089771,0.001710805,0.00550349,0.06341581,0.835892313,0.001586108,0.064657765,0.03007509,0.126169377,0.002349574,0.010017555
HD2,0.986762029,3.281185594,0.055800769,0.013253793,0.33625752,0.27206609,0.332747073,0.249357168,0.527729878,0.319731958,3.018869263,0.110942192,0.098016052,0.083522677,0.03988859,0.020778682,0.130850099,0.022285567,0.053535706,0.059507045,NaN,0.140255907,0.133552495,NaN,0.016340315,0.029166769,NaN,0.01660059,0.167307461,0.021564788,2.988898031,0.001335894,NaN,0.820419194,0.148725008,0.304245597,0.067248181,0.006166731,0.002575553,0.000946586,0.051822074,0.005145176,0.004413291,0.005919337,0.08717065,0.998199701,0.001946901,0.09692589,0.030899359,0.130983335,0.002548357,0.008600357
HD2,0.993933174,2.428634185,0.04844659,0.008494306,0.245607519,0.197089475,0.305816456,0.056721552,0.542586319,0.247821371,3.123480319,0.097749726,0.06450234,NaN,0.031361824,0.018204269,0.085969547,0.016241566,0.061149003,0.058380251,0.015380527,0.025077014,0.120134035,0.022320995,0.00954073,0.02636873,NaN,NaN,NaN,0.027078271,1.834844194,0.001627182,NaN,0.627830096,0.101433508,0.236733146,0.068048045,0.025058202,0.004759546,0.004187751,0.048898407,0.004705825,0.005313588,0.004423575,0.044509644,0.888487119,0.001303777,0.052368021,0.029966188,0.125487161,0.005259692,0.007898181
HD2,0.94831156,0.537959175,0.02963497,0.007801389,0.174398058,0.12452988,0.152214693,0.075973588,0.524382442,0.209011645,2.923592201,0.070463961,NaN,0.013011566,0.023618467,0.012416012,0.073355388,0.010624399,0.056333297,0.032433433,NaN,0.031323786,0.088242986,NaN,0.008340031,0.025774308,0.022079148,NaN,NaN,0.016500545,1.248915959,0.001452161,0.002664318,0.502624714,0.076982558,0.20457759,0.055587757,0.018071325,0.003078458,0.003180164,0.034988849,0.003628015,0.004183713,NaN,0.049639829,0.64566796,0.000961942,0.040369405,0.029832545,0.127708433,0.005401014,0.00704076
HD2,0.906194387,2.115532229,0.025125659,NaN,0.131370997,0.088951225,0.119254958,0.02684325,0.502162546,0.166472622,5.303579701,0.048623944,0.029579274,0.00411444,0.017873368,0.009978736,0.045023958,0.008917926,0.049413146,0.026215394,0.010737227,0.005416786,0.066269492,0.01083467,0.004976245,0.024423278,0.013077361,NaN,0.106804484,0.012468307,0.771611874,0.000831617,0.002895117,0.277721617,0.046518825,0.106167557,0.038540618,0.028327487,0.00409304,0.0053751,0.023892314,0.002466669,0.005143043,0.003219724,0.016447773,0.497343588,0.001510937,0.015316481,0.026041966,0.115687188,0.00260794,0.003877799
HD2,0.901101951,1.771567607,0.013812627,0.002179106,0.086993638,0.038605392,0.093074502,0.00435345,0.498361627,NaN,4.818083644,0.033126494,NaN,0.000792841,NaN,0.007319185,0.026687491,0.009693779,0.056348023,0.011148955,0.004229734,NaN,0.037722559,0.009080943,0.004694232,0.026888501,NaN,NaN,0.082139517,0.012855461,0.392341127,0.000584232,0.003875642,0.167454301,0.028507182,0.064148672,0.04588809,0.042569029,0.01146614,0.007654415,0.021477883,0.003555635,0.014627605,0.004431145,NaN,0.510989539,0.000588302,0.007357452,0.028268882,0.129939506,0.001216045,0.001653194
HD2,0.928480786,1.649116592,0.010785318,NaN,0.073719793,0.034743001,0.077044212,0.002714847,0.485233549,0.163659068,4.733087177,0.029992606,0.023048058,NaN,0.011687546,0.008028518,0.022025732,0.010191316,0.047155942,0.01014451,NaN,NaN,NaN,0.007330224,0.005332349,0.025020549,0.005041558,NaN,0.061407022,0.01299361,0.316298559,0.000914592,NaN,0.114318194,0.019944901,0.041956796,0.044076387,0.055446484,0.017429755,0.010544397,0.022036808,0.003288662,0.021887288,0.003324033,NaN,0.486721902,0.00111449,NaN,0.023602009,0.128815536,0.001574427,0.001007086
HD2,0.917265308,1.924598183,0.01847772,NaN,0.095376901,0.042794941,0.109802497,0.007034277,0.511306161,0.17383466,1.720243464,0.027317239,0.020528875,0.001704287,NaN,0.008982705,0.027614699,0.01605945,0.06181501,0.015681528,0.005515629,NaN,0.032567722,0.009843979,0.005871637,0.02164102,0.007509325,NaN,NaN,0.017303502,0.54429365,0.000659743,NaN,0.170482386,0.032485658,0.05992959,0.064489083,0.058965013,0.004795291,0.010111117,0.016493986,0.00522236,0.003766939,NaN,NaN,NaN,0.001376532,NaN,0.02555438,0.155709861,0.010788432,0.002169549
HD2,0.906578771,1.272887233,0.006363686,0.000531974,0.045435017,0.027858344,0.052374729,0.004552615,0.50258343,0.133064105,4.490091448,0.020677779,0.011680294,0.000947186,0.010003126,0.008050847,0.018284742,0.008387681,0.041819174,0.004864246,0.003456383,NaN,0.015512132,0.007291487,0.003152472,0.024452976,NaN,NaN,0.044525197,0.011901737,0.223100788,0.000330427,0.003745753,0.08395721,0.014491377,0.031358583,0.033963712,0.024878927,0.010669532,0.005214565,0.016396279,0.002756217,0.013251028,NaN,NaN,0.375865584,0.000691153,NaN,0.02323522,0.113856244,0.00187711,0.000568546
HD2,0.893438309,1.839627013,0.022748001,0.002120468,0.086288471,0.049247867,0.101090753,0.01348967,0.502294162,0.146379845,1.683734714,0.023905057,0.017352447,0.004689814,0.016502106,0.014548745,0.033692478,0.018974603,0.062079859,0.018965361,0.006620928,NaN,0.040430318,NaN,0.006596828,0.020838364,0.008257544,0.003546973,NaN,0.018265895,0.712613682,0.001074312,0.007589217,0.209677792,0.037280688,0.077879225,0.050581674,0.101473144,0.011922706,0.01968373,0.01728673,0.005371762,0.008273612,0.004489626,0.003592192,0.586009998,0.000939536,0.007695997,0.02540168,0.126742121,0.008200251,NaN
HD2,0.919395002,1.800213213,NaN,NaN,NaN,0.03540004,0.059500349,NaN,0.265722282,0.178367934,1.854030351,0.014978936,0.009265699,0.000774135,0.012615243,0.002734118,0.02118164,0.009569476,0.029548148,0.009069726,NaN,NaN,0.023797441,0.006569014,0.003710156,0.011511338,0.002677134,NaN,0.045485564,0.009369127,0.338329744,0.000753484,0.00435991,0.151741261,0.027445633,0.057260406,0.038688326,0.06361061,0.005500032,0.011407346,0.013081185,0.002885512,0.00391987,NaN,NaN,0.475215905,0.000821926,0.001927851,0.013409966,0.064529688,0.00755148,0.001196547
HD2,0.949766168,1.805282288,0.014701769,NaN,NaN,0.040859851,0.059926534,NaN,0.359331924,0.164131393,4.544082956,0.019147344,NaN,NaN,0.012771115,0.016116407,0.027097987,0.008871978,0.044543901,0.006612553,NaN,NaN,NaN,0.007957846,0.004593068,0.022192156,NaN,NaN,0.024066865,0.011350364,0.319480165,NaN,0.003744887,0.159748079,0.02626285,0.062353821,0.02533136,0.05220642,0.015102677,0.010446699,0.017097179,0.002574766,0.018913283,0.003395216,NaN,0.42997603,0.000943723,NaN,0.021229341,0.10215626,0.000369281,NaN
HD2,0.866680988,2.089480942,0.033990754,0.00182938,0.098563121,0.063847691,0.104751465,0.01366299,0.601634598,0.161948423,1.975530401,0.027250193,0.032924289,0.004040237,NaN,0.014428526,0.044210982,0.082942484,0.059992061,0.017932259,0.004832243,NaN,NaN,0.01460771,0.007658684,0.023365613,NaN,NaN,NaN,0.014984492,0.891798858,0.000912254,NaN,0.348176071,0.059693176,0.127291196,0.052156465,0.085557477,0.0102104,0.016064356,0.026278891,0.006394501,0.008139431,NaN,NaN,0.706796615,0.001423013,NaN,0.025795368,0.139117359,0.01400887,NaN
